X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.047,0.001,0.018,23.018,185658.031,2.501,68.000
0.051,0.000,0.002,24.084,-1358.117,0.731,68.000
0.045,0.001,0.011,21.059,241955.062,3.193,68.000
0.041,0.000,0.011,25.295,-33816.367,-0.610,68.000
0.054,0.001,0.014,25.826,182312.625,2.076,68.000
0.056,0.001,0.003,21.478,114106.227,1.396,68.000
0.049,0.001,0.010,24.941,268759.562,4.362,68.000
0.045,0.000,0.014,26.217,11869.883,1.877,68.000
0.050,0.025,0.012,21.793,229579.094,8.545,68.000
0.045,0.001,0.015,25.875,134173.844,1.670,68.000
0.049,0.021,0.012,20.373,232987.656,9.384,68.000
0.049,0.018,0.013,19.718,237913.812,8.179,68.000
0.050,0.017,0.010,19.826,217061.250,8.908,68.000
0.049,0.014,0.014,19.794,223781.812,7.289,68.000
0.052,0.002,0.011,22.751,266677.188,4.822,68.000
0.058,0.001,0.011,21.382,177315.375,2.733,68.000
0.049,0.009,0.014,19.588,233993.094,7.564,68.000
0.047,0.002,0.017,23.130,185100.062,2.741,68.000
0.051,0.014,0.012,21.403,208785.000,7.031,68.000
0.042,0.001,0.006,19.787,124577.555,1.689,68.000
0.061,0.001,0.009,20.882,159511.562,2.397,68.000
0.052,0.018,0.012,21.674,213114.062,6.690,68.000
0.049,0.008,0.014,21.682,253587.688,8.112,68.000
0.052,0.006,0.012,20.496,260848.438,6.609,68.000
0.056,0.000,0.015,23.874,68631.633,2.900,68.000
0.049,0.020,0.013,20.882,254774.812,8.570,68.000
0.052,0.026,0.013,24.049,227555.812,7.225,68.000
0.050,0.000,0.007,26.299,-4540.484,3.583,68.000
0.055,0.001,0.004,26.630,-29719.922,-0.491,68.000
0.099,0.012,0.011,23.172,206936.625,7.622,68.000
0.052,0.000,0.014,32.826,3257.641,1.747,68.000
0.043,0.000,0.019,20.979,-83835.430,-2.053,68.000
0.059,0.001,0.017,20.359,178512.750,0.355,68.000
0.050,0.005,0.012,21.976,282266.719,6.843,68.000
0.048,0.011,0.013,19.864,257426.750,9.244,68.000
0.046,0.001,0.013,27.008,162910.844,3.037,68.000
0.050,0.001,0.007,22.349,230213.000,3.477,68.000
0.050,0.001,0.022,20.904,181758.812,2.976,68.000
0.046,0.001,0.010,28.529,111788.539,1.957,68.000
0.049,0.001,0.004,19.885,216614.219,1.861,68.000
0.047,0.000,0.018,24.989,12867.055,-1.418,68.000
0.056,0.001,0.010,22.042,221340.344,3.882,68.000
0.050,0.022,0.014,23.224,238081.844,7.231,68.000
0.047,0.001,0.007,23.200,206943.562,2.817,68.000
0.050,0.008,0.010,19.171,267969.438,7.393,68.000
0.048,0.001,0.019,20.987,178947.438,2.927,68.000
0.047,0.001,0.020,21.616,173887.438,2.779,68.000
0.057,0.000,0.009,27.511,-74985.406,2.980,68.000
0.056,0.000,0.018,22.917,54745.773,1.977,68.000
0.051,0.007,0.011,20.851,278607.281,8.028,68.000
0.051,0.011,0.012,20.232,214636.062,7.634,68.000
0.041,0.000,0.009,19.858,15459.484,-1.700,68.000
0.047,0.001,0.017,23.226,193232.781,2.698,68.000
0.040,0.001,0.011,20.817,99318.070,1.208,68.000
0.049,0.001,0.004,20.631,201323.750,1.884,68.000
0.050,0.001,0.013,33.270,82277.742,2.166,68.000
0.057,0.001,0.014,23.232,164862.031,2.084,68.000
0.049,0.000,0.015,25.371,56058.633,1.671,68.000
0.048,0.012,0.012,19.724,263132.750,9.445,68.000
0.048,0.010,0.012,20.346,269624.125,9.434,68.000
0.048,0.014,0.013,19.880,244620.281,8.854,68.000
0.051,0.015,0.014,20.576,224239.156,6.300,68.000
0.045,0.000,0.018,22.438,-54438.352,0.022,68.000
0.051,0.014,0.011,20.119,208861.469,7.487,68.000
0.051,0.026,0.014,24.106,219696.438,7.558,68.000
0.053,0.000,0.013,34.214,-30738.188,-0.586,68.000
0.049,0.001,0.013,25.223,248922.062,4.546,68.000
0.056,0.001,0.011,22.117,210089.500,3.752,68.000
0.049,0.003,0.011,22.052,274079.625,5.604,68.000
0.047,0.002,0.007,21.876,212428.312,2.842,68.000
0.050,0.008,0.014,19.340,243479.031,7.611,68.000
0.051,0.014,0.013,21.933,208740.250,6.312,68.000
0.057,0.001,0.009,23.130,189972.406,3.773,68.000
0.050,0.009,0.013,21.025,244038.562,8.289,68.000
0.051,0.026,0.011,22.227,223388.594,7.561,68.000
0.050,0.024,0.013,22.676,229854.594,7.608,68.000
0.052,0.000,0.010,33.367,-56381.008,-0.494,68.000
0.052,0.004,0.012,21.857,249714.938,5.600,68.000
0.051,0.024,0.012,22.488,223853.875,7.314,68.000
0.053,0.001,0.022,23.330,72519.164,1.383,68.000
0.050,0.020,0.014,22.622,252833.625,7.122,68.000
0.051,0.001,0.007,23.653,206573.656,3.529,68.000
0.049,0.018,0.012,19.956,235301.438,8.388,68.000
0.048,0.015,0.014,19.988,229063.344,7.113,68.000
0.051,0.006,0.013,21.862,238431.875,6.840,68.000
0.055,0.001,0.008,22.673,207719.500,3.628,68.000
0.052,0.004,0.013,21.789,234744.594,5.183,68.000
0.044,0.001,0.014,20.092,204205.750,3.721,68.000
0.050,0.019,0.014,22.594,252912.469,7.232,68.000
0.052,0.001,0.005,22.732,123118.008,1.280,68.000
0.053,0.001,0.016,26.374,123640.945,0.602,68.000
0.047,0.000,0.014,28.132,12876.188,0.435,68.000
0.047,0.000,0.013,27.771,23415.047,0.950,68.000
0.048,0.012,0.012,19.662,259627.125,9.322,68.000
0.051,0.021,0.012,21.531,220595.188,7.976,68.000
0.052,0.016,0.011,21.361,205949.156,6.972,68.000
0.049,0.002,0.013,23.856,242685.688,5.240,68.000
0.060,0.000,0.013,21.492,71387.742,0.969,68.000
0.048,0.010,0.012,19.940,264555.062,9.382,68.000
0.049,0.008,0.012,22.611,285595.906,8.711,68.000
0.049,0.012,0.011,20.273,234799.844,8.226,68.000
0.052,0.017,0.013,21.814,215869.625,6.506,68.000
0.045,0.000,0.018,23.733,53442.961,0.100,68.000
0.051,0.026,0.013,23.526,230103.188,7.891,68.000
0.060,0.001,0.015,19.990,141701.438,-0.657,68.000
0.051,0.005,0.011,20.829,288572.938,6.596,68.000
0.048,0.002,0.011,22.537,268332.906,5.153,68.000
0.056,0.000,0.014,24.788,87883.320,1.590,68.000
0.042,0.000,0.014,20.281,4599.852,-0.871,68.000
0.050,0.009,0.015,18.134,234266.594,7.211,68.000
0.050,0.023,0.012,22.316,231279.906,8.377,68.000
0.050,0.012,0.013,20.795,234822.281,8.057,68.000
0.053,0.000,0.010,32.077,-7337.781,2.674,68.000
0.045,0.002,0.007,21.559,179821.656,2.199,68.000
0.058,0.001,0.015,21.175,166575.156,0.675,68.000
0.053,0.001,0.007,23.130,199500.438,3.311,68.000
0.050,0.000,0.022,20.989,47755.617,1.970,68.000
0.050,0.019,0.012,20.805,236038.219,8.233,68.000
0.051,0.004,0.013,22.039,238937.625,5.568,68.000
0.050,0.006,0.012,21.798,288200.281,7.849,68.000
0.056,0.000,0.010,28.970,-17812.742,1.760,68.000
0.051,0.026,0.010,20.742,232565.062,7.967,68.000
0.055,0.002,0.015,21.779,205930.250,2.253,68.000
0.100,0.011,0.012,18.304,73137.680,9.948,68.000
0.045,0.000,0.008,28.855,-93002.828,1.496,68.000
0.050,0.008,0.010,19.022,261643.562,7.345,68.000
0.049,0.009,0.010,20.404,257710.531,8.017,68.000
0.053,0.000,0.017,26.186,27841.586,-2.130,68.000
0.049,0.010,0.015,18.269,224024.250,7.270,68.000
0.046,0.001,0.020,21.179,171348.031,2.519,68.000
0.052,0.016,0.012,21.567,206876.031,6.458,68.000
0.058,0.001,0.019,20.941,155481.000,1.332,68.000
0.051,0.001,0.019,22.574,190506.406,2.959,68.000
0.052,0.001,0.022,20.784,182066.344,2.963,68.000
0.048,0.009,0.013,20.930,254784.250,8.613,68.000
0.055,0.000,0.020,22.061,38400.008,2.216,68.000
0.055,0.000,0.017,25.681,29211.852,-0.675,68.000
0.056,0.002,0.007,21.843,202029.812,2.921,68.000
0.049,0.012,0.012,19.961,245718.719,8.896,68.000
0.047,0.001,0.013,27.339,197185.406,3.326,68.000
0.051,0.019,0.012,21.255,224119.625,7.764,68.000
0.059,0.000,0.010,22.159,24439.305,1.871,68.000
0.056,0.000,0.012,30.959,7749.984,2.994,68.000
0.050,0.024,0.012,22.148,231099.906,8.408,68.000
0.056,0.000,0.008,23.883,1430.477,4.567,68.000
0.059,0.001,0.015,20.683,100190.742,-1.209,68.000
0.048,0.004,0.011,22.200,282248.344,6.365,68.000
0.052,0.005,0.011,20.151,270110.969,5.740,68.000
0.055,0.000,0.017,24.039,81753.773,0.648,68.000
0.052,0.006,0.014,20.688,222863.688,6.349,68.000
0.099,0.011,0.012,21.463,207559.625,6.599,68.000
0.098,0.012,0.011,21.891,207512.094,7.509,68.000
0.050,0.005,0.010,19.870,277666.625,6.569,68.000
0.052,0.026,0.012,22.297,225122.969,7.371,68.000
0.054,0.000,0.009,31.377,-60173.414,-0.465,68.000
0.052,0.005,0.012,21.100,259253.812,5.780,68.000
0.051,0.024,0.012,22.414,222837.406,7.143,68.000
0.099,0.012,0.011,21.650,208776.250,7.104,68.000
0.051,0.006,0.014,20.739,225355.594,6.572,68.000
0.097,0.014,0.012,20.626,206971.844,7.364,68.000
0.052,0.016,0.014,21.761,217400.438,6.004,68.000
0.042,0.000,0.017,22.457,-55478.488,-2.299,68.000
0.044,0.001,0.013,23.904,216783.031,3.665,68.000
0.051,0.005,0.014,21.763,230926.250,6.169,68.000
0.049,0.004,0.010,21.157,272202.469,6.013,68.000
0.049,0.013,0.011,19.666,253744.875,8.904,68.000
0.044,0.001,0.014,22.403,190191.844,3.262,68.000
0.050,0.017,0.011,20.093,219739.406,9.084,68.000
0.041,0.001,0.017,20.813,77597.273,1.382,68.000
0.051,0.018,0.013,21.256,224629.031,7.367,68.000
0.001,0.012,0.011,21.698,178770.438,7.937,68.000
0.043,0.001,0.014,25.637,94517.820,1.455,68.000
0.049,0.021,0.011,19.991,229146.781,9.519,68.000
0.047,0.001,0.022,20.856,165362.562,2.794,68.000
0.051,0.000,0.003,22.739,45879.836,0.334,68.000
0.050,0.023,0.010,20.530,217311.969,8.808,68.000
0.049,0.003,0.013,23.265,266329.375,5.862,68.000
0.051,0.018,0.012,20.812,222944.781,7.681,68.000
0.048,0.026,0.011,19.414,245314.188,10.290,68.000
0.051,0.001,0.003,19.852,220757.719,2.240,68.000
0.050,0.021,0.014,22.950,248678.406,7.202,68.000
0.051,0.014,0.010,20.136,209704.906,7.543,68.000
0.049,0.019,0.010,19.667,212848.031,9.510,68.000
0.048,0.009,0.011,21.624,263350.656,8.799,68.000
0.055,0.000,0.017,24.301,58670.602,0.252,68.000
0.051,0.004,0.012,21.871,266155.219,6.127,68.000
0.050,0.008,0.012,22.197,282239.875,8.794,68.000
0.055,0.001,0.013,23.877,184582.438,3.374,68.000
0.045,0.001,0.012,24.487,233468.781,3.773,68.000
0.056,0.002,0.011,22.164,218066.250,4.114,68.000
0.055,0.001,0.018,22.858,143522.094,1.009,68.000
0.050,0.008,0.013,22.204,262248.906,8.276,68.000
0.049,0.012,0.010,20.646,227116.625,7.552,68.000
0.051,0.006,0.014,20.766,223639.844,6.478,68.000
0.051,0.003,0.013,22.946,245042.844,5.195,68.000
0.099,0.013,0.012,26.266,111745.867,6.366,68.000
0.049,0.008,0.012,21.810,279236.031,8.943,68.000
0.053,0.000,0.021,20.475,-5083.891,-1.752,68.000
0.058,0.001,0.010,21.148,189117.906,3.326,68.000
0.054,0.000,0.015,29.208,-48112.414,-0.389,68.000
0.051,0.022,0.010,20.927,220497.844,8.475,68.000
0.050,0.000,0.007,28.481,37002.070,2.342,68.000
0.049,0.019,0.014,21.757,254542.219,7.780,68.000
0.050,0.018,0.010,19.955,216836.344,9.260,68.000
0.049,0.014,0.011,19.865,237931.969,8.619,68.000
0.050,0.026,0.013,21.969,234323.031,8.545,68.000
0.052,0.001,0.019,22.361,192634.406,2.926,68.000
0.050,0.011,0.014,18.213,226559.344,7.392,68.000
0.049,0.019,0.011,19.902,222108.281,9.670,68.000
0.049,0.025,0.010,19.564,220985.312,9.196,68.000
0.049,0.001,0.009,27.172,167011.281,3.241,68.000
0.049,0.009,0.013,21.569,264071.125,8.645,68.000
0.048,0.013,0.013,20.031,236973.406,8.119,68.000
0.001,0.011,0.012,21.135,189585.344,7.756,68.000
0.058,0.001,0.007,24.726,38802.352,1.668,68.000
0.052,0.003,0.012,22.800,244225.219,5.104,68.000
0.050,0.007,0.011,21.252,299880.531,8.532,68.000
0.049,0.000,0.011,33.421,-48806.859,-0.004,68.000
0.049,0.007,0.013,22.429,280872.688,8.465,68.000
0.041,0.000,0.008,22.304,-55725.762,-1.125,68.000
0.050,0.021,0.012,21.254,228778.469,8.489,68.000
0.050,0.015,0.012,20.651,225434.031,7.634,68.000
0.048,0.005,0.010,21.493,269700.656,5.966,68.000
0.047,0.000,0.005,20.949,89387.727,0.999,68.000
0.044,0.001,0.018,23.480,75360.445,0.434,68.000
0.047,0.001,0.007,24.743,152661.781,2.425,68.000
0.041,0.001,0.011,21.111,125385.523,1.503,68.000
0.050,0.005,0.012,21.433,288319.031,7.017,68.000
0.060,0.001,0.013,22.796,129902.711,0.494,68.000
0.049,0.011,0.011,20.872,242775.906,8.710,68.000
0.049,0.001,0.017,25.968,114682.273,0.894,68.000
0.042,0.001,0.008,23.482,120194.570,1.312,68.000
0.052,0.005,0.012,21.218,243688.531,6.069,68.000
0.001,0.012,0.011,21.834,163713.750,7.497,68.000
0.052,0.000,0.022,20.702,-11247.945,-1.624,68.000
0.049,0.010,0.010,20.599,240806.625,7.831,68.000
0.050,0.001,0.011,25.872,236325.688,3.965,68.000
0.048,0.010,0.013,20.199,256381.219,9.007,68.000
0.049,0.021,0.011,19.860,228035.344,9.442,68.000
0.041,0.001,0.006,19.173,108979.445,1.530,68.000
0.050,0.025,0.012,21.614,224911.688,8.329,68.000
0.048,0.002,0.011,22.443,268602.469,4.815,68.000
0.001,0.012,0.012,21.259,192247.938,7.975,68.000
0.050,0.019,0.012,20.695,233489.438,8.168,68.000
0.054,0.002,0.007,21.975,210763.594,3.507,68.000
0.052,0.000,0.016,25.664,45812.945,1.916,68.000
0.042,0.001,0.014,20.182,173999.125,2.946,68.000
0.048,0.018,0.012,18.987,229972.188,9.377,68.000
0.049,0.024,0.010,19.340,218184.875,9.580,68.000
0.055,0.000,0.012,29.265,38290.195,2.041,68.000
0.050,0.025,0.012,21.712,225912.688,8.584,68.000
0.049,0.023,0.011,21.013,221404.219,9.301,68.000
0.047,0.002,0.010,23.048,254627.875,3.750,68.000
0.051,0.003,0.014,22.770,218333.344,4.810,68.000
0.050,0.010,0.012,20.472,234941.219,8.372,68.000
0.045,0.001,0.013,23.618,216597.625,3.917,68.000
0.051,0.020,0.012,21.489,232243.719,7.794,68.000
0.051,0.021,0.011,20.993,218050.375,8.340,68.000
0.045,0.000,0.016,24.903,37490.664,0.091,68.000
0.050,0.009,0.013,21.098,247556.938,8.390,68.000
0.049,0.027,0.013,21.294,184274.000,7.471,68.000
0.052,0.006,0.013,21.704,236303.219,6.560,68.000
0.002,0.013,0.011,21.358,199884.281,7.496,68.000
0.051,0.000,0.011,29.850,26942.930,1.397,68.000
0.046,0.002,0.012,21.781,253015.906,4.231,68.000
0.048,0.023,0.013,21.773,236920.000,8.670,68.000
0.042,0.000,0.016,24.223,1209.602,-1.538,68.000
0.001,0.012,0.013,21.122,204698.156,7.746,68.000
0.050,0.004,0.010,21.147,278841.844,6.015,68.000
0.049,0.023,0.010,20.093,216802.469,9.295,68.000
0.048,0.007,0.013,22.326,282846.375,8.167,68.000
0.048,0.021,0.014,22.377,253236.750,8.157,68.000
0.098,0.011,0.013,21.029,207087.938,6.168,68.000
0.041,0.001,0.011,24.348,31174.555,-0.354,68.000
0.048,0.013,0.014,19.995,231822.219,7.880,68.000
0.059,0.000,0.013,23.677,40336.305,1.630,68.000
0.058,0.001,0.015,23.679,83038.852,-0.544,68.000
0.044,0.001,0.015,19.546,192767.688,3.348,68.000
0.055,0.002,0.018,21.092,197445.625,2.310,68.000
0.001,0.012,0.013,21.560,192504.875,7.679,68.000
0.050,0.003,0.012,23.124,258284.875,5.446,68.000
0.058,0.001,0.013,22.389,143414.250,1.462,68.000
0.050,0.015,0.012,21.127,225781.656,7.564,68.000
0.044,0.001,0.011,25.162,146770.656,1.694,68.000
0.049,0.005,0.011,21.737,281633.875,6.635,68.000
0.049,0.001,0.016,24.017,199993.844,3.036,68.000
0.047,0.001,0.005,21.048,191847.125,2.045,68.000
0.050,0.011,0.011,20.503,242115.938,8.728,68.000
0.003,0.012,0.012,20.876,198022.250,7.531,68.000
0.097,0.011,0.012,20.860,202650.406,6.254,68.000
0.057,0.000,0.014,24.149,121478.383,1.607,68.000
0.049,0.001,0.018,22.552,191244.562,2.673,68.000
0.049,0.010,0.011,21.126,239307.406,8.462,68.000
0.056,0.001,0.008,22.535,186594.594,3.073,68.000
0.049,0.001,0.020,21.550,181398.844,3.190,68.000
0.049,0.009,0.015,18.652,231869.281,7.291,68.000
0.051,0.001,0.004,21.465,206279.875,2.524,68.000
0.056,0.001,0.011,27.338,121999.539,2.964,68.000
0.050,0.020,0.013,22.453,249846.938,7.458,68.000
0.052,0.005,0.011,20.282,279972.469,6.364,68.000
0.057,0.001,0.007,21.708,172681.719,2.853,68.000
0.051,0.003,0.014,23.412,222511.188,4.953,68.000
0.051,0.004,0.009,21.070,274388.562,5.622,68.000
0.002,0.013,0.010,21.231,189759.656,7.790,68.000
0.049,0.002,0.014,23.927,208890.250,4.135,68.000
0.050,0.014,0.011,20.126,228949.156,8.214,68.000
0.057,0.001,0.017,20.205,193952.344,1.726,68.000
0.048,0.006,0.010,21.375,274061.438,7.041,68.000
0.059,0.001,0.009,21.060,167762.781,3.054,68.000
0.059,0.000,0.012,24.329,27801.820,1.162,68.000
0.050,0.018,0.013,21.175,228493.000,7.485,68.000
0.048,0.001,0.015,26.528,197269.781,2.522,68.000
0.050,0.013,0.012,20.552,227440.500,8.046,68.000
0.050,0.016,0.012,20.027,230620.500,8.142,68.000
0.050,0.008,0.014,20.602,247823.375,7.865,68.000
0.045,0.001,0.014,21.510,213123.531,3.998,68.000
0.050,0.025,0.012,21.770,230941.938,8.588,68.000
0.049,0.008,0.013,22.285,273554.219,8.633,68.000
0.052,0.001,0.009,23.219,258586.562,4.698,68.000
0.051,0.006,0.013,22.308,250323.375,6.745,68.000
0.044,0.001,0.019,20.835,152574.375,2.103,68.000
0.051,0.024,0.013,23.475,228787.188,7.305,68.000
0.049,0.015,0.013,20.189,229195.375,7.834,68.000
0.059,0.001,0.007,22.008,137746.625,2.641,68.000
0.051,0.003,0.010,21.903,274938.062,5.278,68.000
0.045,0.001,0.016,21.927,167234.500,2.821,68.000
0.051,0.004,0.010,21.269,274607.625,5.577,68.000
0.050,0.019,0.012,20.287,222365.344,8.220,68.000
0.050,0.015,0.012,20.657,228573.469,8.134,68.000
0.053,0.002,0.007,21.883,222090.375,3.752,68.000
0.048,0.005,0.011,21.963,285338.406,7.032,68.000
0.051,0.015,0.013,21.672,208933.094,6.222,68.000
0.047,0.000,0.017,27.882,-30810.117,-1.457,68.000
0.055,0.000,0.010,30.981,-33254.094,0.861,68.000
0.051,0.000,0.020,22.426,49694.414,1.263,68.000
0.041,0.001,0.014,20.669,87311.914,1.633,68.000
0.100,0.012,0.013,26.379,50321.727,7.126,68.000
0.044,0.001,0.019,21.497,161036.688,2.335,68.000
0.050,0.022,0.013,21.828,236649.281,7.928,68.000
0.050,0.011,0.010,20.085,230569.469,7.332,68.000
0.048,0.021,0.012,20.362,234480.812,9.562,68.000
0.050,0.016,0.014,20.650,223133.750,6.416,68.000
0.043,0.001,0.013,21.478,212584.906,3.600,68.000
0.058,0.001,0.018,21.274,155299.219,-0.031,68.000
0.052,0.023,0.012,22.778,218292.719,6.659,68.000
0.059,0.001,0.017,22.455,111697.930,-0.927,68.000
0.051,0.006,0.011,19.851,282720.500,7.041,68.000
0.058,0.000,0.012,25.201,43873.477,1.219,68.000
0.055,0.001,0.021,21.327,167601.281,2.811,68.000
0.049,0.018,0.010,19.810,224669.438,9.999,68.000
0.050,0.001,0.023,20.923,177091.844,2.776,68.000
0.051,0.007,0.014,20.887,238056.812,7.156,68.000
0.049,0.026,0.011,19.514,227573.750,9.168,68.000
0.048,0.000,0.018,23.831,-64033.797,-1.329,68.000
0.043,0.000,0.015,22.631,70076.477,0.619,68.000
0.051,0.001,0.019,23.744,135339.875,1.629,68.000
0.052,0.002,0.012,24.009,232571.000,4.727,68.000
0.058,0.001,0.013,22.705,151622.750,2.132,68.000
0.050,0.000,0.002,25.317,-18303.906,0.078,68.000
0.057,0.001,0.017,20.554,200184.344,1.643,68.000
0.050,0.010,0.010,20.222,234973.156,7.719,68.000
0.042,0.000,0.010,23.071,58717.414,-0.725,68.000
0.051,0.011,0.013,20.345,223077.125,7.775,68.000
0.050,0.000,0.018,25.041,19495.453,-1.359,68.000
0.050,0.014,0.012,20.546,232375.844,8.131,68.000
0.051,0.022,0.011,21.403,214109.688,8.341,68.000
0.099,0.011,0.013,23.471,189599.656,6.354,68.000
0.097,0.013,0.012,20.984,206134.125,7.500,68.000
0.048,0.024,0.013,21.638,235191.375,8.888,68.000
0.048,0.015,0.013,19.531,236650.688,8.407,68.000
0.048,0.017,0.011,19.784,230731.812,9.915,68.000
0.049,0.006,0.013,23.087,267816.719,7.570,68.000
0.050,0.015,0.013,21.252,220492.281,7.104,68.000
0.050,0.004,0.013,22.985,262621.188,6.034,68.000
0.051,0.022,0.011,21.763,222209.688,8.375,68.000
0.048,0.017,0.014,20.898,237577.688,7.520,68.000
0.050,0.022,0.011,21.398,225664.000,8.697,68.000
0.050,0.017,0.010,19.618,222183.656,9.054,68.000
0.043,0.001,0.013,25.793,144498.969,2.255,68.000
0.055,0.000,0.016,25.317,-13391.906,0.283,68.000
0.051,0.005,0.012,21.047,284336.062,6.585,68.000
0.047,0.002,0.011,21.925,259630.125,4.505,68.000
0.048,0.000,0.009,30.265,9816.469,-0.362,68.000
0.050,0.020,0.010,20.394,214802.812,9.395,68.000
0.052,0.000,0.010,32.361,17748.680,2.489,68.000
0.049,0.009,0.011,21.638,272432.062,8.929,68.000
0.049,0.001,0.022,21.232,173390.844,3.011,68.000
0.049,0.016,0.011,19.791,230092.906,9.627,68.000
0.045,0.001,0.017,22.486,171174.156,2.679,68.000
0.052,0.013,0.011,19.840,199879.969,6.879,68.000
0.051,0.016,0.012,21.309,210281.594,6.954,68.000
0.050,0.025,0.011,20.957,221494.312,8.482,68.000
