X,Y,Z,Temperature_C,Pressure_Pa,V_Mag_ms,Power_W_Input
0.049,0.025,0.014,20.213,199410.906,7.821,52.000
0.048,0.002,0.012,21.921,149190.938,4.197,52.000
0.047,0.000,0.021,21.115,46484.508,-0.510,52.000
0.045,0.001,0.013,24.654,126425.023,3.496,52.000
0.047,0.001,0.018,22.236,175611.875,3.938,52.000
0.051,0.000,0.002,25.652,-53074.934,0.193,52.000
0.045,0.001,0.011,22.857,119654.055,2.616,52.000
0.041,0.000,0.011,24.120,-48686.359,2.668,52.000
0.054,0.001,0.014,23.923,104045.133,1.952,52.000
0.056,0.001,0.003,22.057,30780.289,0.068,52.000
0.049,0.001,0.010,25.447,117121.945,2.398,52.000
0.045,0.000,0.014,25.706,3915.711,2.353,52.000
0.050,0.025,0.012,20.279,182243.594,7.298,52.000
0.045,0.001,0.015,23.911,99415.086,1.585,52.000
0.049,0.021,0.012,19.818,186755.750,7.472,52.000
0.049,0.018,0.013,20.350,167053.188,7.242,52.000
0.050,0.017,0.010,18.921,178458.500,6.013,52.000
0.049,0.014,0.014,21.878,164534.688,5.861,52.000
0.052,0.002,0.011,23.785,134679.844,3.169,52.000
0.058,0.001,0.011,20.586,136972.719,0.886,52.000
0.049,0.009,0.014,23.747,173430.031,5.780,52.000
0.047,0.002,0.017,21.479,169030.656,4.063,52.000
0.051,0.014,0.012,19.983,137763.906,5.452,52.000
0.042,0.001,0.006,21.034,121590.477,0.961,52.000
0.061,0.001,0.009,21.218,141516.594,0.574,52.000
0.052,0.018,0.012,19.637,156295.625,6.462,52.000
0.049,0.008,0.014,23.066,169633.750,5.821,52.000
0.052,0.006,0.012,22.252,135475.562,5.183,52.000
0.056,0.000,0.015,21.735,68234.383,-0.220,52.000
0.049,0.020,0.013,19.573,184969.875,7.581,52.000
0.052,0.026,0.013,20.135,190955.625,7.213,52.000
0.050,0.000,0.007,26.204,-9677.359,1.509,52.000
0.055,0.001,0.004,24.329,-101967.133,-1.488,52.000
0.099,0.012,0.011,21.967,116914.336,6.888,52.000
0.052,0.000,0.014,30.035,50294.367,0.034,52.000
0.043,0.000,0.019,21.618,-44384.160,-2.599,52.000
0.059,0.001,0.017,19.243,134062.594,-0.353,52.000
0.050,0.005,0.012,22.432,139052.938,5.477,52.000
0.048,0.011,0.013,24.224,163141.719,5.796,52.000
0.046,0.001,0.013,23.962,93594.820,2.194,52.000
0.050,0.001,0.007,23.029,147965.969,1.733,52.000
0.050,0.001,0.022,22.188,164869.281,3.463,52.000
0.046,0.001,0.010,25.679,16108.727,0.004,52.000
0.049,0.001,0.004,22.208,122422.789,1.038,52.000
0.047,0.000,0.018,24.048,50325.148,-0.603,52.000
0.056,0.001,0.010,22.967,121781.867,1.610,52.000
0.050,0.022,0.014,19.973,192703.344,8.270,52.000
0.047,0.001,0.007,23.904,115153.680,2.007,52.000
0.050,0.008,0.010,21.224,189279.469,4.712,52.000
0.048,0.001,0.019,22.306,171407.469,3.781,52.000
0.047,0.001,0.020,23.090,169501.438,3.303,52.000
0.057,0.000,0.009,21.654,-115342.477,1.815,52.000
0.056,0.000,0.018,21.675,15152.633,0.195,52.000
0.051,0.007,0.011,22.988,174036.750,6.096,52.000
0.051,0.011,0.012,22.533,153394.125,5.277,52.000
0.041,0.000,0.009,22.214,18896.500,1.360,52.000
0.047,0.001,0.017,21.914,162932.188,4.292,52.000
0.040,0.001,0.011,21.559,109263.445,1.061,52.000
0.049,0.001,0.004,23.253,108248.008,0.927,52.000
0.050,0.001,0.013,26.525,29077.133,0.120,52.000
0.057,0.001,0.014,20.688,113649.711,1.057,52.000
0.049,0.000,0.015,23.229,63725.383,0.460,52.000
0.048,0.012,0.012,22.286,159373.188,5.743,52.000
0.048,0.010,0.012,24.317,173075.781,6.107,52.000
0.048,0.014,0.013,20.768,160199.531,6.243,52.000
0.051,0.015,0.014,21.312,158102.125,5.779,52.000
0.045,0.000,0.018,21.225,-15423.242,-0.713,52.000
0.051,0.014,0.011,18.948,138533.812,5.776,52.000
0.051,0.026,0.014,19.193,182847.938,6.508,52.000
0.053,0.000,0.013,31.443,20960.883,0.365,52.000
0.049,0.001,0.013,24.009,138607.906,4.133,52.000
0.056,0.001,0.011,21.165,140125.188,1.769,52.000
0.049,0.003,0.011,23.765,138054.062,3.571,52.000
0.047,0.002,0.007,23.049,129074.852,2.034,52.000
0.050,0.008,0.014,21.772,172252.500,5.301,52.000
0.051,0.014,0.013,21.478,148618.875,4.839,52.000
0.057,0.001,0.009,24.455,129913.086,1.360,52.000
0.050,0.009,0.013,23.266,176634.594,5.625,52.000
0.051,0.026,0.011,20.456,175231.000,6.326,52.000
0.050,0.024,0.013,20.144,186279.125,7.653,52.000
0.052,0.000,0.010,29.641,-19988.812,0.579,52.000
0.052,0.004,0.012,22.074,127350.648,4.760,52.000
0.051,0.024,0.012,19.747,172505.750,7.041,52.000
0.053,0.001,0.022,21.748,44569.258,0.029,52.000
0.050,0.020,0.014,19.851,179587.625,7.757,52.000
0.051,0.001,0.007,24.813,131398.562,1.622,52.000
0.049,0.018,0.012,19.884,174192.188,7.619,52.000
0.048,0.015,0.014,21.448,167508.031,6.306,52.000
0.051,0.006,0.013,20.707,161837.688,5.429,52.000
0.055,0.001,0.008,22.638,159170.375,1.432,52.000
0.052,0.004,0.013,20.796,119876.008,4.804,52.000
0.044,0.001,0.014,19.581,170258.375,3.827,52.000
0.050,0.019,0.014,19.954,177541.406,7.734,52.000
0.052,0.001,0.005,24.038,51210.195,0.637,52.000
0.053,0.001,0.016,24.721,28717.039,-0.001,52.000
0.047,0.000,0.014,24.322,3818.422,-0.925,52.000
0.047,0.000,0.013,23.414,18337.352,-0.558,52.000
0.048,0.012,0.012,21.700,157803.469,5.780,52.000
0.051,0.021,0.012,19.595,172543.188,7.573,52.000
0.052,0.016,0.011,18.670,156766.812,5.758,52.000
0.049,0.002,0.013,21.277,146736.156,4.845,52.000
0.060,0.000,0.013,21.982,53691.492,-0.875,52.000
0.048,0.010,0.012,24.403,169738.312,5.968,52.000
0.049,0.008,0.012,23.292,184216.469,6.645,52.000
0.049,0.012,0.011,19.868,125337.133,6.451,52.000
0.052,0.017,0.013,20.100,154379.188,6.112,52.000
0.045,0.000,0.018,22.443,47622.805,-1.308,52.000
0.051,0.026,0.013,20.326,195924.125,7.481,52.000
0.060,0.001,0.015,20.506,138114.031,-1.398,52.000
0.051,0.005,0.011,22.847,139421.406,4.950,52.000
0.048,0.002,0.011,24.124,135226.750,3.221,52.000
0.056,0.000,0.014,22.902,69291.023,-0.651,52.000
0.042,0.000,0.014,20.250,-41315.543,-1.049,52.000
0.050,0.009,0.015,21.843,176727.875,5.072,52.000
0.050,0.023,0.012,20.141,180122.406,7.706,52.000
0.050,0.012,0.013,23.590,165587.719,5.606,52.000
0.053,0.000,0.010,27.342,28232.383,-0.700,52.000
0.045,0.002,0.007,22.283,121013.977,1.808,52.000
0.058,0.001,0.015,20.516,125605.117,-0.104,52.000
0.053,0.001,0.007,23.775,143920.156,1.311,52.000
0.050,0.000,0.022,22.004,40389.602,-0.436,52.000
0.050,0.019,0.012,19.497,177806.969,7.730,52.000
0.051,0.004,0.013,20.841,125143.273,5.288,52.000
0.050,0.006,0.012,22.403,173189.562,5.944,52.000
0.056,0.000,0.010,24.825,44305.273,-1.413,52.000
0.051,0.026,0.010,21.345,172145.562,6.010,52.000
0.055,0.002,0.015,20.240,103088.617,2.182,52.000
0.100,0.011,0.012,15.182,74945.586,5.240,52.000
0.045,0.000,0.008,24.313,-84974.953,0.148,52.000
0.050,0.008,0.010,21.150,185191.062,4.882,52.000
0.049,0.009,0.010,21.211,181422.750,6.185,52.000
0.053,0.000,0.017,28.670,30356.242,0.908,52.000
0.049,0.010,0.015,23.764,176937.625,5.508,52.000
0.046,0.001,0.020,22.443,178685.344,3.472,52.000
0.052,0.016,0.012,20.223,149817.562,5.626,52.000
0.058,0.001,0.019,18.084,113713.914,0.913,52.000
0.051,0.001,0.019,22.708,135843.375,3.555,52.000
0.052,0.001,0.022,21.157,167904.000,3.035,52.000
0.048,0.009,0.013,24.410,170725.781,5.987,52.000
0.055,0.000,0.020,23.967,2625.492,-0.161,52.000
0.055,0.000,0.017,24.096,-29094.500,-2.021,52.000
0.056,0.002,0.007,21.668,159443.031,1.239,52.000
0.049,0.012,0.012,22.190,156885.312,5.821,52.000
0.047,0.001,0.013,25.053,116768.430,3.052,52.000
0.051,0.019,0.012,18.956,173684.312,7.527,52.000
0.059,0.000,0.010,19.931,81391.289,-3.446,52.000
0.056,0.000,0.012,26.932,84753.133,-2.028,52.000
0.050,0.024,0.012,20.174,179138.344,7.652,52.000
0.056,0.000,0.008,22.918,-31164.344,2.112,52.000
0.059,0.001,0.015,21.039,93577.648,-1.808,52.000
0.048,0.004,0.011,23.007,142028.000,4.070,52.000
0.052,0.005,0.011,22.231,141772.531,3.293,52.000
0.055,0.000,0.017,22.782,29958.164,-0.691,52.000
0.052,0.006,0.014,18.063,156100.406,4.363,52.000
0.099,0.011,0.012,21.264,141523.719,6.842,52.000
0.098,0.012,0.011,19.805,123622.430,6.410,52.000
0.050,0.005,0.010,22.567,176273.438,3.029,52.000
0.052,0.026,0.012,20.125,176226.906,6.248,52.000
0.054,0.000,0.009,25.819,-12513.547,0.702,52.000
0.052,0.005,0.012,22.096,128644.664,4.687,52.000
0.051,0.024,0.012,19.695,169788.188,7.275,52.000
0.099,0.012,0.011,20.094,131157.594,6.300,52.000
0.051,0.006,0.014,18.462,155884.125,4.488,52.000
0.097,0.014,0.012,20.840,115340.461,6.589,52.000
0.052,0.016,0.014,21.185,157793.812,5.589,52.000
0.042,0.000,0.017,22.680,-36892.594,-1.276,52.000
0.044,0.001,0.013,23.133,133096.438,3.586,52.000
0.051,0.005,0.014,19.336,154266.781,4.803,52.000
0.049,0.004,0.010,23.416,147267.375,2.843,52.000
0.049,0.013,0.011,19.265,138382.656,6.385,52.000
0.044,0.001,0.014,22.243,151370.125,3.261,52.000
0.050,0.017,0.011,18.818,173949.344,6.397,52.000
0.041,0.001,0.017,21.332,151017.562,0.150,52.000
0.051,0.018,0.013,20.035,159387.094,7.086,52.000
0.001,0.012,0.011,18.474,57436.492,7.492,52.000
0.043,0.001,0.014,22.591,9481.375,-0.999,52.000
0.049,0.021,0.011,19.521,193006.656,7.522,52.000
0.047,0.001,0.022,22.457,167465.469,3.136,52.000
0.051,0.000,0.003,18.724,32076.148,-0.680,52.000
0.050,0.023,0.010,20.698,181569.562,6.879,52.000
0.049,0.003,0.013,21.433,152514.312,4.624,52.000
0.051,0.018,0.012,19.460,169509.719,7.226,52.000
0.048,0.026,0.011,21.676,175166.812,6.487,52.000
0.051,0.001,0.003,21.891,114695.227,1.001,52.000
0.050,0.021,0.014,19.261,187163.156,8.183,52.000
0.051,0.014,0.010,19.689,138147.875,5.613,52.000
0.049,0.019,0.010,18.764,185394.656,6.795,52.000
0.048,0.009,0.011,23.325,171492.000,6.359,52.000
0.055,0.000,0.017,23.012,506.125,-1.327,52.000
0.051,0.004,0.012,22.133,132845.938,5.213,52.000
0.050,0.008,0.012,23.530,187423.344,6.829,52.000
0.055,0.001,0.013,21.229,106166.945,2.268,52.000
0.045,0.001,0.012,24.493,113133.508,3.416,52.000
0.056,0.002,0.011,21.219,141524.375,2.098,52.000
0.055,0.001,0.018,21.610,61020.117,0.943,52.000
0.050,0.008,0.013,22.409,188290.406,5.955,52.000
0.049,0.012,0.010,21.319,129200.383,6.853,52.000
0.051,0.006,0.014,18.482,157618.188,4.487,52.000
0.051,0.003,0.013,21.906,134742.250,4.563,52.000
0.099,0.013,0.012,25.054,48787.664,5.577,52.000
0.049,0.008,0.012,23.900,176997.938,6.447,52.000
0.053,0.000,0.021,20.489,-7521.023,-1.008,52.000
0.058,0.001,0.010,22.334,124315.227,0.627,52.000
0.054,0.000,0.015,25.590,-47660.082,-2.534,52.000
0.051,0.022,0.010,19.377,182429.000,6.638,52.000
0.050,0.000,0.007,26.802,-50275.773,0.439,52.000
0.049,0.019,0.014,20.200,172912.812,7.648,52.000
0.050,0.018,0.010,18.532,187051.156,6.411,52.000
0.049,0.014,0.011,19.186,134324.562,6.451,52.000
0.050,0.026,0.013,20.916,195063.750,7.336,52.000
0.052,0.001,0.019,21.906,127676.430,3.454,52.000
0.050,0.011,0.014,23.030,178741.375,5.236,52.000
0.049,0.019,0.011,18.912,188961.906,7.185,52.000
0.049,0.025,0.010,21.671,166148.031,6.678,52.000
0.049,0.001,0.009,27.452,84896.289,1.638,52.000
0.049,0.009,0.013,23.838,175861.312,6.219,52.000
0.048,0.013,0.013,23.054,164877.031,5.789,52.000
0.001,0.011,0.012,18.929,85121.273,6.548,52.000
0.058,0.001,0.007,25.408,68353.961,0.072,52.000
0.052,0.003,0.012,22.659,129264.023,4.149,52.000
0.050,0.007,0.011,22.827,187479.406,6.588,52.000
0.049,0.000,0.011,29.989,-26523.539,-0.299,52.000
0.049,0.007,0.013,23.246,172017.594,6.363,52.000
0.041,0.000,0.008,21.977,-11451.789,0.174,52.000
0.050,0.021,0.012,19.862,178489.938,7.719,52.000
0.050,0.015,0.012,20.254,154478.938,6.133,52.000
0.048,0.005,0.010,23.537,174777.656,2.391,52.000
0.047,0.000,0.005,23.960,39204.711,0.470,52.000
0.044,0.001,0.018,21.542,69482.273,-0.395,52.000
0.047,0.001,0.007,25.588,83977.773,1.797,52.000
0.041,0.001,0.011,21.945,112645.320,1.138,52.000
0.050,0.005,0.012,22.608,144685.625,5.498,52.000
0.060,0.001,0.013,22.719,143956.969,-0.548,52.000
0.049,0.011,0.011,21.778,152899.281,6.282,52.000
0.049,0.001,0.017,24.189,46247.039,0.883,52.000
0.042,0.001,0.008,23.419,91117.977,1.208,52.000
0.052,0.005,0.012,21.236,128497.367,5.155,52.000
0.001,0.012,0.011,18.724,39501.539,7.095,52.000
0.052,0.000,0.022,18.983,-20998.125,-1.108,52.000
0.049,0.010,0.010,21.207,160591.656,6.391,52.000
0.050,0.001,0.011,24.886,107999.898,2.715,52.000
0.048,0.010,0.013,24.766,169566.094,5.725,52.000
0.049,0.021,0.011,19.402,191436.812,7.417,52.000
0.041,0.001,0.006,21.358,127137.805,1.275,52.000
0.050,0.025,0.012,20.074,184560.250,7.122,52.000
0.048,0.002,0.011,23.998,126827.242,2.985,52.000
0.001,0.012,0.012,19.116,80425.180,6.958,52.000
0.050,0.019,0.012,19.626,175646.844,7.697,52.000
0.054,0.002,0.007,22.344,157629.500,1.070,52.000
0.052,0.000,0.016,23.438,31829.789,-0.327,52.000
0.042,0.001,0.014,19.235,127762.398,2.505,52.000
0.048,0.018,0.012,19.428,191828.062,7.145,52.000
0.049,0.024,0.010,21.255,175844.344,6.951,52.000
0.055,0.000,0.012,23.448,25385.086,0.525,52.000
0.050,0.025,0.012,20.292,185266.312,7.252,52.000
0.049,0.023,0.011,20.148,184147.250,7.384,52.000
0.047,0.002,0.010,23.790,128072.758,2.157,52.000
0.051,0.003,0.014,18.488,123558.523,4.502,52.000
0.050,0.010,0.012,23.687,164121.375,5.814,52.000
0.045,0.001,0.013,22.340,154258.812,4.050,52.000
0.051,0.020,0.012,19.602,175344.781,7.844,52.000
0.051,0.021,0.011,19.450,176622.562,7.529,52.000
0.045,0.000,0.016,22.026,53059.898,-0.778,52.000
0.050,0.009,0.013,23.415,178872.531,5.671,52.000
0.049,0.027,0.013,18.497,137373.312,5.162,52.000
0.052,0.006,0.013,21.175,145919.656,5.397,52.000
0.002,0.013,0.011,18.843,84864.367,6.772,52.000
0.051,0.000,0.011,25.604,-25980.367,-0.452,52.000
0.046,0.002,0.012,22.481,131652.750,3.482,52.000
0.048,0.023,0.013,19.877,194931.781,7.616,52.000
0.042,0.000,0.016,24.368,-23690.219,1.527,52.000
0.001,0.012,0.013,19.336,101564.898,6.308,52.000
0.050,0.004,0.010,23.140,154918.969,2.503,52.000
0.049,0.023,0.010,20.791,182204.469,7.042,52.000
0.048,0.007,0.013,22.917,159465.250,6.119,52.000
0.048,0.021,0.014,19.644,191429.531,7.782,52.000
0.098,0.011,0.013,21.769,147066.031,6.368,52.000
0.041,0.001,0.011,22.860,-6221.281,-0.549,52.000
0.048,0.013,0.014,23.245,163992.375,5.997,52.000
0.059,0.000,0.013,21.243,19778.570,-0.069,52.000
0.058,0.001,0.015,22.897,73416.945,-1.527,52.000
0.044,0.001,0.015,19.115,179705.719,3.547,52.000
0.055,0.002,0.018,19.538,102134.383,2.050,52.000
0.001,0.012,0.013,20.254,84170.242,6.096,52.000
0.050,0.003,0.012,22.151,147188.000,4.633,52.000
0.058,0.001,0.013,20.130,154377.781,0.278,52.000
0.050,0.015,0.012,20.709,149322.844,5.699,52.000
0.044,0.001,0.011,24.494,62893.852,0.809,52.000
0.049,0.005,0.011,23.191,155965.344,3.825,52.000
0.049,0.001,0.016,21.781,144347.781,4.377,52.000
0.047,0.001,0.005,22.739,127113.555,1.344,52.000
0.050,0.011,0.011,22.278,159247.375,6.003,52.000
0.003,0.012,0.012,19.165,95481.320,6.220,52.000
0.097,0.011,0.012,21.080,144193.750,6.515,52.000
0.057,0.000,0.014,21.721,93649.258,-0.781,52.000
0.049,0.001,0.018,22.591,150108.281,4.315,52.000
0.049,0.010,0.011,21.491,157597.656,6.473,52.000
0.056,0.001,0.008,22.403,144692.375,1.209,52.000
0.049,0.001,0.020,22.941,164618.094,3.673,52.000
0.049,0.009,0.015,23.197,174161.906,5.606,52.000
0.051,0.001,0.004,23.580,112081.398,1.319,52.000
0.056,0.001,0.011,24.864,81218.852,0.774,52.000
0.050,0.020,0.013,19.955,181588.625,7.983,52.000
0.052,0.005,0.011,22.531,139592.156,4.644,52.000
0.057,0.001,0.007,21.672,144437.531,1.300,52.000
0.051,0.003,0.014,19.380,125964.398,4.531,52.000
0.051,0.004,0.009,23.509,170993.500,1.607,52.000
0.002,0.013,0.010,17.696,71370.336,7.262,52.000
0.049,0.002,0.014,20.640,141006.344,4.562,52.000
0.050,0.014,0.011,19.098,142277.906,6.376,52.000
0.057,0.001,0.017,19.002,114753.477,0.880,52.000
0.048,0.006,0.010,22.858,185278.438,3.678,52.000
0.059,0.001,0.009,21.280,144823.312,0.675,52.000
0.059,0.000,0.012,23.241,8201.016,-0.803,52.000
0.050,0.018,0.013,20.453,160106.500,7.068,52.000
0.048,0.001,0.015,25.792,138810.625,4.042,52.000
0.050,0.013,0.012,21.994,147737.219,5.765,52.000
0.050,0.016,0.012,19.670,164701.156,6.639,52.000
0.050,0.008,0.014,21.790,171214.844,5.400,52.000
0.045,0.001,0.014,20.620,169204.719,4.203,52.000
0.050,0.025,0.012,20.325,183396.625,7.184,52.000
0.049,0.008,0.013,23.601,179552.125,6.408,52.000
0.052,0.001,0.009,25.580,150361.156,2.102,52.000
0.051,0.006,0.013,21.386,151678.812,5.593,52.000
0.044,0.001,0.019,20.982,159692.438,2.558,52.000
0.051,0.024,0.013,20.286,189077.844,7.781,52.000
0.049,0.015,0.013,20.629,155117.094,6.200,52.000
0.059,0.001,0.007,23.321,149755.438,1.463,52.000
0.051,0.003,0.010,24.290,133814.750,2.750,52.000
0.045,0.001,0.016,20.344,172278.688,3.306,52.000
0.051,0.004,0.010,23.329,157731.188,1.955,52.000
0.050,0.019,0.012,18.743,174694.875,7.234,52.000
0.050,0.015,0.012,19.375,149384.125,6.106,52.000
0.053,0.002,0.007,22.767,159727.062,1.189,52.000
0.048,0.005,0.011,22.232,171781.969,4.158,52.000
0.051,0.015,0.013,21.324,150436.969,4.808,52.000
0.047,0.000,0.017,23.477,-56591.828,-3.180,52.000
0.055,0.000,0.010,27.090,11957.945,0.332,52.000
0.051,0.000,0.020,22.119,-3194.203,-0.655,52.000
0.041,0.001,0.014,20.437,44279.695,-0.661,52.000
0.100,0.012,0.013,25.803,34773.586,6.619,52.000
0.044,0.001,0.019,21.370,170881.812,3.021,52.000
0.050,0.022,0.013,19.788,179016.188,7.689,52.000
0.050,0.011,0.010,21.249,145178.469,5.935,52.000
0.048,0.021,0.012,19.935,188071.531,7.482,52.000
0.050,0.016,0.014,21.172,167060.188,5.895,52.000
0.043,0.001,0.013,20.612,134058.594,3.123,52.000
0.058,0.001,0.018,20.366,110465.398,-0.277,52.000
0.052,0.023,0.012,19.970,161963.938,7.030,52.000
0.059,0.001,0.017,21.423,80940.945,-2.010,52.000
0.051,0.006,0.011,22.525,149963.438,5.324,52.000
0.058,0.000,0.012,22.933,30783.414,-0.685,52.000
0.055,0.001,0.021,20.183,145578.875,2.495,52.000
0.049,0.018,0.010,19.144,189290.312,7.077,52.000
0.050,0.001,0.023,22.516,169616.031,3.317,52.000
0.051,0.007,0.014,19.486,170622.344,5.022,52.000
0.049,0.026,0.011,21.632,170532.688,6.511,52.000
0.048,0.000,0.018,22.511,-17197.898,-0.957,52.000
0.043,0.000,0.015,19.209,73775.305,-0.261,52.000
0.051,0.001,0.019,23.320,70305.789,1.866,52.000
0.052,0.002,0.012,22.483,124791.695,3.909,52.000
0.058,0.001,0.013,19.873,161222.281,0.986,52.000
0.050,0.000,0.002,19.176,10495.789,-0.835,52.000
0.057,0.001,0.017,20.023,120733.727,0.802,52.000
0.050,0.010,0.010,20.802,157627.000,6.154,52.000
0.042,0.000,0.010,23.015,22397.992,0.453,52.000
0.051,0.011,0.013,22.883,186309.094,4.718,52.000
0.050,0.000,0.018,24.570,36928.352,0.058,52.000
0.050,0.014,0.012,20.420,142780.125,5.702,52.000
0.051,0.022,0.011,19.227,178512.625,6.897,52.000
0.099,0.011,0.013,23.980,120709.305,6.052,52.000
0.097,0.013,0.012,20.824,115155.727,6.850,52.000
0.048,0.024,0.013,20.064,196764.000,7.494,52.000
0.048,0.015,0.013,20.709,160884.219,6.619,52.000
0.048,0.017,0.011,19.316,192889.812,7.023,52.000
0.049,0.006,0.013,22.106,160743.969,5.746,52.000
0.050,0.015,0.013,21.298,147021.094,5.452,52.000
0.050,0.004,0.013,21.862,135503.125,4.948,52.000
0.051,0.022,0.011,19.963,179863.562,7.301,52.000
0.048,0.017,0.014,21.137,161581.719,6.952,52.000
0.050,0.022,0.011,20.058,180922.750,7.695,52.000
0.050,0.017,0.010,19.113,180946.469,5.918,52.000
0.043,0.001,0.013,24.656,67137.227,0.990,52.000
0.055,0.000,0.016,24.736,25002.258,1.167,52.000
0.051,0.005,0.012,22.638,135776.094,5.247,52.000
0.047,0.002,0.011,23.782,130386.789,3.176,52.000
0.048,0.000,0.009,25.458,-91349.688,-0.921,52.000
0.050,0.020,0.010,19.003,179740.719,6.946,52.000
0.052,0.000,0.010,31.091,27037.117,1.727,52.000
0.049,0.009,0.011,23.628,177563.750,6.800,52.000
0.049,0.001,0.022,22.876,164731.062,3.355,52.000
0.049,0.016,0.011,19.252,175186.844,6.716,52.000
0.045,0.001,0.017,20.844,180077.594,3.696,52.000
0.052,0.013,0.011,19.534,125961.586,5.637,52.000
0.051,0.016,0.012,19.610,151141.312,6.026,52.000
